label,message
ham,Please remind me to pick up charger on my way home.
ham,Happy Birthday! Hope you have an amazing day!
spam,Earn $1000 working from home. Sign up at http://freegift.co
ham,"Hey, are we still meeting at noon today?"
ham,Let’s catch up over pizza sometime this week.
ham,Please remind me to pick up laptop on my way home.
ham,Let’s catch up over coffee sometime this week.
spam,Urgent! Your account will be suspended. Verify now: http://freegift.co
spam,Get cheap headphones at 90% off. Visit http://verify-now.net now!
spam,Your parcel is waiting. Confirm delivery at http://scam.com/claim
spam,"Dear user, you are eligible for a loan of $500. Apply now: http://bit.ly/winprize"
spam,Earn $500 working from home. Sign up at http://bit.ly/winprize
spam,Hot singles in your area want to chat! Click http://bit.ly/winprize
ham,"I'll call you after work, probably around 7:30 PM."
ham,Let’s catch up over burger sometime this week.
ham,Please remind me to pick up charger on my way home.
spam,Win a free iPhone by participating here: http://scam.com/claim
ham,"Hey, are we still meeting at noon today?"
ham,Let’s catch up over sushi sometime this week.
ham,Please remind me to pick up laptop on my way home.
ham,Thanks for helping me with the presentation yesterday.
ham,Let’s catch up over pizza sometime this week.
ham,Thanks for helping me with the presentation yesterday.
spam,Win a free iPhone by participating here: http://scam.com/claim
spam,Earn $2000 working from home. Sign up at http://scam.com/claim
ham,Can you send me the notes from history class?
ham,Let’s catch up over coffee sometime this week.
spam,Hot singles in your area want to chat! Click http://verify-now.net
spam,Your parcel is waiting. Confirm delivery at http://verify-now.net
ham,Happy Birthday! Hope you have an amazing day!
ham,Happy Birthday! Hope you have an amazing day!
spam,You have been selected for a cash prize of $1000. Call +1800123456 immediately!
spam,Congratulations! You've won a $250 gift card. Click here to claim: http://freegift.co
spam,Your parcel is waiting. Confirm delivery at http://bit.ly/winprize
ham,Can you send me the notes from math class?
ham,Can you send me the notes from computer class?
spam,Congratulations! You've won a $500 gift card. Click here to claim: http://freegift.co
ham,Please remind me to pick up keys on my way home.
spam,Urgent! Your account will be suspended. Verify now: http://freegift.co
spam,"Dear user, you are eligible for a loan of $250. Apply now: http://scam.com/claim"
ham,Are you coming to the concert tonight?
ham,"I'll call you after work, probably around 8 AM."
spam,Win a free iPhone by participating here: http://bit.ly/winprize
ham,Can you send me the notes from math class?
spam,Urgent! Your account will be suspended. Verify now: http://freegift.co
spam,"Dear user, you are eligible for a loan of $1000. Apply now: http://bit.ly/winprize"
spam,Earn $500 working from home. Sign up at http://scam.com/claim
spam,Congratulations! You've won a $1000 gift card. Click here to claim: http://bit.ly/winprize
ham,Can you send me the notes from math class?
spam,Urgent! Your account will be suspended. Verify now: http://verify-now.net
ham,Are you coming to the game night tonight?
ham,Please remind me to pick up keys on my way home.
ham,Thanks for helping me with the assignment yesterday.
ham,Can you send me the notes from computer class?
ham,Please remind me to pick up keys on my way home.
ham,Let’s catch up over coffee sometime this week.
spam,Congratulations! You've won a $1000 gift card. Click here to claim: http://verify-now.net
spam,Earn $100 working from home. Sign up at http://bit.ly/winprize
ham,Let’s catch up over burger sometime this week.
spam,"Dear user, you are eligible for a loan of $2000. Apply now: http://freegift.co"
spam,Your parcel is waiting. Confirm delivery at http://scam.com/claim
spam,Your parcel is waiting. Confirm delivery at http://freegift.co
spam,Win a free iPhone by participating here: http://scam.com/claim
spam,Get cheap phone at 90% off. Visit http://freegift.co now!
ham,Happy Birthday! Hope you have an amazing day!
ham,Are you coming to the concert tonight?
ham,Please remind me to pick up charger on my way home.
ham,Please remind me to pick up laptop on my way home.
ham,Happy Birthday! Hope you have an amazing day!
ham,Don't forget to bring the keys tomorrow.
spam,"Dear user, you are eligible for a loan of $2000. Apply now: http://scam.com/claim"
ham,Good luck with your final project tomorrow!
ham,Don't forget to bring the charger tomorrow.
ham,Happy Birthday! Hope you have an amazing day!
ham,Good luck with your final project tomorrow!
spam,Congratulations! You've won a $2000 gift card. Click here to claim: http://scam.com/claim
ham,Are you coming to the game night tonight?
ham,"I'll call you after work, probably around 8 AM."
ham,Don't forget to bring the keys tomorrow.
ham,Can you send me the notes from computer class?
ham,Don't forget to bring the keys tomorrow.
spam,Urgent! Your account will be suspended. Verify now: http://scam.com/claim
ham,Thanks for helping me with the presentation yesterday.
spam,Earn $2000 working from home. Sign up at http://bit.ly/winprize
spam,"Dear user, you are eligible for a loan of $250. Apply now: http://verify-now.net"
spam,"Dear user, you are eligible for a loan of $1000. Apply now: http://freegift.co"
spam,"Dear user, you are eligible for a loan of $250. Apply now: http://bit.ly/winprize"
spam,Earn $500 working from home. Sign up at http://verify-now.net
spam,Urgent! Your account will be suspended. Verify now: http://scam.com/claim
spam,"Dear user, you are eligible for a loan of $500. Apply now: http://bit.ly/winprize"
spam,Hot singles in your area want to chat! Click http://freegift.co
spam,Earn $2000 working from home. Sign up at http://bit.ly/winprize
ham,Are you coming to the game night tonight?
spam,You have been selected for a cash prize of $250. Call +1800123456 immediately!
spam,Congratulations! You've won a $1000 gift card. Click here to claim: http://verify-now.net
spam,Hot singles in your area want to chat! Click http://freegift.co
spam,Win a free iPhone by participating here: http://bit.ly/winprize
ham,Thanks for helping me with the assignment yesterday.
spam,Claim your free laptop today. Limited offer: http://verify-now.net
spam,"Dear user, you are eligible for a loan of $100. Apply now: http://verify-now.net"
ham,Are you coming to the game night tonight?
spam,Your parcel is waiting. Confirm delivery at http://scam.com/claim
ham,Don't forget to bring the laptop tomorrow.
spam,Earn $100 working from home. Sign up at http://freegift.co
ham,Please remind me to pick up book on my way home.
ham,Thanks for helping me with the assignment yesterday.
ham,Thanks for helping me with the assignment yesterday.
spam,Congratulations! You've won a $2000 gift card. Click here to claim: http://verify-now.net
ham,Are you coming to the game night tonight?
spam,Earn $250 working from home. Sign up at http://verify-now.net
ham,Good luck with your coding test tomorrow!
spam,Get cheap laptop at 90% off. Visit http://bit.ly/winprize now!
spam,Earn $250 working from home. Sign up at http://freegift.co
spam,Congratulations! You've won a $2000 gift card. Click here to claim: http://verify-now.net
ham,Are you coming to the concert tonight?
ham,Can you send me the notes from science class?
ham,Thanks for helping me with the cleaning yesterday.
ham,Can you send me the notes from computer class?
ham,Are you coming to the concert tonight?
spam,Your parcel is waiting. Confirm delivery at http://verify-now.net
spam,Win a free iPhone by participating here: http://bit.ly/winprize
spam,Win a free iPhone by participating here: http://verify-now.net
spam,Congratulations! You've won a $2000 gift card. Click here to claim: http://freegift.co
spam,Hot singles in your area want to chat! Click http://scam.com/claim
spam,Win a free iPhone by participating here: http://scam.com/claim
spam,Earn $250 working from home. Sign up at http://scam.com/claim
ham,"I'll call you after work, probably around 8 AM."
ham,"Hey, are we still meeting at 8 AM today?"
ham,Happy Birthday! Hope you have an amazing day!
ham,"Hey, are we still meeting at 7:30 PM today?"
ham,Good luck with your math exam tomorrow!
spam,Hot singles in your area want to chat! Click http://bit.ly/winprize
ham,Please remind me to pick up laptop on my way home.
spam,"Dear user, you are eligible for a loan of $1000. Apply now: http://verify-now.net"
spam,Win a free iPhone by participating here: http://verify-now.net
spam,"Dear user, you are eligible for a loan of $2000. Apply now: http://bit.ly/winprize"
spam,Congratulations! You've won a $250 gift card. Click here to claim: http://bit.ly/winprize
spam,Urgent! Your account will be suspended. Verify now: http://bit.ly/winprize
spam,You have been selected for a cash prize of $500. Call +919876543210 immediately!
spam,Win a free iPhone by participating here: http://verify-now.net
spam,Win a free iPhone by participating here: http://verify-now.net
ham,Can you send me the notes from computer class?
spam,"Dear user, you are eligible for a loan of $250. Apply now: http://freegift.co"
spam,"Dear user, you are eligible for a loan of $1000. Apply now: http://bit.ly/winprize"
ham,Can you send me the notes from computer class?
ham,"I'll call you after work, probably around noon."
ham,"I'll call you after work, probably around 7:30 PM."
spam,Win a free iPhone by participating here: http://scam.com/claim
spam,Hot singles in your area want to chat! Click http://verify-now.net
spam,You have been selected for a cash prize of $100. Call +447911123456 immediately!
ham,Let’s catch up over sushi sometime this week.
ham,"Hey, are we still meeting at 8 AM today?"
spam,Hot singles in your area want to chat! Click http://bit.ly/winprize
ham,Please remind me to pick up charger on my way home.
spam,You have been selected for a cash prize of $1000. Call +1800123456 immediately!
ham,Happy Birthday! Hope you have an amazing day!
ham,Are you coming to the party tonight?
spam,You have been selected for a cash prize of $250. Call +447911123456 immediately!
ham,Let’s catch up over sushi sometime this week.
spam,"Dear user, you are eligible for a loan of $2000. Apply now: http://scam.com/claim"
spam,Hot singles in your area want to chat! Click http://verify-now.net
spam,Win a free iPhone by participating here: http://verify-now.net
ham,Can you send me the notes from math class?
ham,Thanks for helping me with the assignment yesterday.
spam,Congratulations! You've won a $1000 gift card. Click here to claim: http://verify-now.net
